Ticker, Date, Purchase/Sale, 1 Month(s), 1 Month(s) Alpha, 2 Month(s), 2 Month(s) Alpha, 3 Month(s), 3 Month(s) Alpha, 4 Month(s), 4 Month(s) Alpha, 5 Month(s), 5 Month(s) Alpha, 6 Month(s), 6 Month(s) Alpha, 7 Month(s), 7 Month(s) Alpha, 8 Month(s), 8 Month(s) Alpha, 9 Month(s), 9 Month(s) Alpha, 10 Month(s), 10 Month(s) Alpha, 11 Month(s), 11 Month(s) Alpha, 12 Month(s), 12 Month(s) Alpha, 13 Month(s), 13 Month(s) Alpha, 14 Month(s), 14 Month(s) Alpha, 15 Month(s), 15 Month(s) Alpha, 16 Month(s), 16 Month(s) Alpha, 17 Month(s), 17 Month(s) Alpha, 18 Month(s), 18 Month(s) Alpha, 19 Month(s), 19 Month(s) Alpha, 20 Month(s), 20 Month(s) Alpha, 21 Month(s), 21 Month(s) Alpha, 22 Month(s), 22 Month(s) Alpha, 23 Month(s), 23 Month(s) Alpha, 24 Month(s), 24 Month(s) Alpha
$FCEL, 1-25-2019, P, 5.4545454545454675, -0.23802141186959336, -41.81818181818182, -46.81046778213005, -47.272727272727266, -57.2535305170029, -80.75757575757576, -87.33865779031636, -97.12121212121212, -107.6968789207867, -94.24242424242424, -107.54388841742504, -94.84848484848484, -103.00330026327433, -95.0, -106.42653051992755, -95.0, -107.84966941284229, -88.03030303030303, -105.48824084088648, -86.96969696969697, -108.06830476488207, -74.24242424242425, -95.86059270096317, -62.121212121212125, -84.08198931112085, -77.57575757575758, -69.7673199524506, -65.30303030303031, -72.64839045581222, -69.0909090909091, -82.76509682899433, -63.93939393939394, -78.19338216954274, -61.81818181818181, -82.90926391737324, -57.87878787878788, -87.21503967670128, -65.45454545454545, -86.90328805358594, None, None, None, None, None, None, None, None
$FCEL, 1-25-2019, S, 5.4545454545454675, -0.23802141186959336, -41.81818181818182, -46.81046778213005, -47.272727272727266, -57.2535305170029, -80.75757575757576, -87.33865779031636, -97.12121212121212, -107.6968789207867, -94.24242424242424, -107.54388841742504, -94.84848484848484, -103.00330026327433, -95.0, -106.42653051992755, -95.0, -107.84966941284229, -88.03030303030303, -105.48824084088648, -86.96969696969697, -108.06830476488207, -74.24242424242425, -95.86059270096317, -62.121212121212125, -84.08198931112085, -77.57575757575758, -69.7673199524506, -65.30303030303031, -72.64839045581222, -69.0909090909091, -82.76509682899433, -63.93939393939394, -78.19338216954274, -61.81818181818181, -82.90926391737324, -57.87878787878788, -87.21503967670128, -65.45454545454545, -86.90328805358594, None, None, None, None, None, None, None, None
$FCEL, 3-5-2019, P, -43.39622641509434, -46.39400982004514, -54.71698113207548, -58.190541512478845, -81.91823899371069, -82.91629934649546, -88.0503144654088, -94.45368873159478, -94.81132075471697, -97.86991227103906, -94.49685534591194, -100.66770726142433, -95.12578616352201, -100.10896980504505, -95.75471698113208, -105.78905414107685, -90.25157232704403, -101.94578458558338, -56.44654088050315, -72.18668489688257, -72.16981132075472, -87.05855484941361, -69.65408805031447, -78.75475385160948, -78.45911949685535, -70.69636200191658, -67.9245283018868, -70.46441732364039, -58.01886792452831, -71.50173291220167, -57.54716981132076, -70.72238080589435, -59.905660377358494, -78.48260476030013, -60.691823899371066, -81.14327276513968, None, None, None, None, None, None, None, None, None, None, None, None
