Ticker, Date, Purchase/Sale, 1 Month(s), 1 Month(s) Alpha, 2 Month(s), 2 Month(s) Alpha, 3 Month(s), 3 Month(s) Alpha, 4 Month(s), 4 Month(s) Alpha, 5 Month(s), 5 Month(s) Alpha, 6 Month(s), 6 Month(s) Alpha, 7 Month(s), 7 Month(s) Alpha, 8 Month(s), 8 Month(s) Alpha, 9 Month(s), 9 Month(s) Alpha, 10 Month(s), 10 Month(s) Alpha, 11 Month(s), 11 Month(s) Alpha, 12 Month(s), 12 Month(s) Alpha, 13 Month(s), 13 Month(s) Alpha, 14 Month(s), 14 Month(s) Alpha, 15 Month(s), 15 Month(s) Alpha, 16 Month(s), 16 Month(s) Alpha, 17 Month(s), 17 Month(s) Alpha, 18 Month(s), 18 Month(s) Alpha, 19 Month(s), 19 Month(s) Alpha, 20 Month(s), 20 Month(s) Alpha, 21 Month(s), 21 Month(s) Alpha, 22 Month(s), 22 Month(s) Alpha, 23 Month(s), 23 Month(s) Alpha, 24 Month(s), 24 Month(s) Alpha
$MMM, 12-27-2016, P, 0.09515168263403151, 0.5287464895786353, -0.35262788866834427, -0.17564842095715294, -0.22389398356891244, -0.33450366217063765, -0.766825797227666, -0.9924673293816078, -0.16232452340032566, -0.5560949792224434, -0.7276407538869045, -0.9311590230043687, -1.1362358415708873, -1.2866636771530993, -0.9459324763028576, -1.1583012894633038, -0.6604768686784501, -2.1647658430295813, 4.947943469205351, 0.24924653439777344, 6.739053358579361, 4.124245423260509, 31.82581368351476, 13.526548013207098, 31.971338699846896, 13.4685552028605, 31.57394029835576, 12.575627653427212, 32.654200545075554, 12.664815888662574, 33.57773908927037, 13.008760601861802, 33.98634257278983, 13.06341842312031, 34.1094820528494, 12.704301474231247, 34.89309000575194, 13.806465743945438, 34.7475649894198, 13.187528206126942, 44.69383421708646, 18.18733570379556, 36.91368830373474, 13.867064076615442, 23.70983938856288, 5.945921023177856, 2.709054008528966, -4.613308042221198
$GOOG, 11-2-2016, S, -4.3189391521109455, -8.600925507163959, 0.07838421878614277, -6.752852149537714, 1.3055734828233412, -5.8010020815699725, 1.0125937906050764, -6.402554770946756, 2.1922382082923964, -5.346335469521235, 3.6237485948535264, -4.095221480218014, 3.811356019357137, -3.703480178549423, 3.4438431748572196, -4.014028862869967, 3.7188386730582446, -3.805493846030261, 3.762524742803519, -3.8709917338216826, 2.0046229451869957, -6.051394848955449, 31.297866132646625, 9.099902053900902, 30.128496194369127, 3.705517041566477, 34.71343482837159, 7.564133319253116, 36.76561842561368, 9.084631641441248, 39.80981537173247, 11.0654433210976, 40.58082538297365, 11.214569621295322, 41.63839154502609, 11.8923645881015, 42.559754162532705, 12.296283089279306, 40.9791774714082, 11.057506075585597, 42.16140220259981, 11.731775890813626, 41.66152878445342, 10.439112039452226, 44.17887210209912, 11.218988419406003, 37.976093991630535, 7.546467679844351
$GOOG, 11-2-2016, S, -4.3189391521109455, -8.600925507163959, 0.07838421878614277, -6.752852149537714, 1.3055734828233412, -5.8010020815699725, 1.0125937906050764, -6.402554770946756, 2.1922382082923964, -5.346335469521235, 3.6237485948535264, -4.095221480218014, 3.811356019357137, -3.703480178549423, 3.4438431748572196, -4.014028862869967, 3.7188386730582446, -3.805493846030261, 3.762524742803519, -3.8709917338216826, 2.0046229451869957, -6.051394848955449, 31.297866132646625, 9.099902053900902, 30.128496194369127, 3.705517041566477, 34.71343482837159, 7.564133319253116, 36.76561842561368, 9.084631641441248, 39.80981537173247, 11.0654433210976, 40.58082538297365, 11.214569621295322, 41.63839154502609, 11.8923645881015, 42.559754162532705, 12.296283089279306, 40.9791774714082, 11.057506075585597, 42.16140220259981, 11.731775890813626, 41.66152878445342, 10.439112039452226, 44.17887210209912, 11.218988419406003, 37.976093991630535, 7.546467679844351
$BA, 12-27-2016, P, -1.3319872146458467, -0.8983924077012428, -0.37876774499669974, -0.2017882772855084, 0.0, -0.11060967860172521, 0.35982070930318244, 0.13417917714924066, 0.3724486996414811, -0.021321756180636697, 0.3472021880638332, 0.143683918946369, 0.7133318423500734, 0.5629040067678615, 0.4671359013411758, 0.2547670881807296, 6.8177531262482605, 5.313464151897129, 12.366640682617502, 7.667943747809924, 10.075115584240502, 7.460307648921649, 87.11571019214168, 68.81644452183401, 86.69906731395575, 68.19628381696936, 86.81901049633206, 67.82069785140351, 88.08155702085585, 68.09217236444287, 87.34295909745701, 66.77398061004844, 94.8488076548499, 73.9258835051804, 96.06716000082925, 74.66197942221109, 100.42294172279674, 79.33631746099024, 103.35205912879091, 81.79202234549805, 115.40938222563267, 88.90288371234178, 130.16223520832688, 107.11561098120758, 109.2734054851738, 91.50948711978877, 95.08869465087572, 87.76633260012557
$CVX, 12-27-2016, P, -0.10126835443037274, 0.3323264525142311, -0.0759459915611771, 0.10103347615001423, -0.42194092827003704, -0.5325506068717623, -0.8860784810126643, -1.111720013166606, -1.8649780590717313, -2.258748514893849, -2.4810143459915723, -2.6845326151090365, -2.8270025316455727, -2.9774303672277846, -1.6877637130801704, -1.9001325262406166, -4.194093670886067, -5.698382645237198, -6.624470886075951, -11.32316782088353, -9.704641350210974, -12.319449285529826, 6.295357805907176, -12.003907864400485, 6.084387341772146, -12.41839615521425, 7.561180590717287, -11.437132054211263, 7.974681012658236, -12.014703643754745, 7.9915620253164565, -12.577416462092115, 7.898735021097036, -13.024189128572484, 8.37974092827003, -13.025439650348124, 8.278479324894516, -12.808144936911983, 8.793247257383952, -12.766789525908907, 9.75527257383968, -16.75122593945122, -3.0632886075949384, -26.109912834714233, -2.320675105485237, -20.08459347087026, -10.995779746835444, -18.318141797585607
$CVX, 12-27-2016, P, -0.10126835443037274, 0.3323264525142311, -0.0759459915611771, 0.10103347615001423, -0.42194092827003704, -0.5325506068717623, -0.8860784810126643, -1.111720013166606, -1.8649780590717313, -2.258748514893849, -2.4810143459915723, -2.6845326151090365, -2.8270025316455727, -2.9774303672277846, -1.6877637130801704, -1.9001325262406166, -4.194093670886067, -5.698382645237198, -6.624470886075951, -11.32316782088353, -9.704641350210974, -12.319449285529826, 6.295357805907176, -12.003907864400485, 6.084387341772146, -12.41839615521425, 7.561180590717287, -11.437132054211263, 7.974681012658236, -12.014703643754745, 7.9915620253164565, -12.577416462092115, 7.898735021097036, -13.024189128572484, 8.37974092827003, -13.025439650348124, 8.278479324894516, -12.808144936911983, 8.793247257383952, -12.766789525908907, 9.75527257383968, -16.75122593945122, -3.0632886075949384, -26.109912834714233, -2.320675105485237, -20.08459347087026, -10.995779746835444, -18.318141797585607
$DLX, 11-2-2016, S, 12.389233875766891, 8.107247520713877, 18.149000954200865, 11.317764585877008, 18.559240540847387, 11.452664976454074, 19.872012140991345, 12.456863579439514, 19.675092216525968, 12.136518538712338, 16.015750180763867, 8.296780105692326, 16.88546795020458, 9.370631752298017, 18.985892992876472, 11.528020955149286, 18.345920878666245, 10.821588359577738, 18.739747599930222, 11.10623112330502, 17.83721558643281, 9.781197792290364, 14.407617564942843, -7.790346513802881, 15.244509603618472, -11.178469549184179, 26.238925602870466, -0.9103759062480066, 26.18970013438957, -1.491286649782861, 24.794887180749715, -3.949484869885154, 25.84509888160649, -3.521156880071839, 26.616352586418657, -3.1296743705059313, 27.535284337631836, -2.7281867356215628, 26.009193075306758, -3.912478320515845, 25.615366354042777, -4.814259957743406, 27.289138944685565, -3.9332778003156257, 20.938625220522233, -12.021258462170884, -19.133574321194203, -49.56320063298038
$LLY, 11-2-2016, S, -9.364318267551097, -13.64630462260411, 1.0799726293924117, -5.751263738931445, 2.4606902949913634, -4.64588526940195, 2.433353316928155, -4.981795244623677, 3.15789054933997, -4.380683128473661, 3.4449705141498255, -4.273999560921715, 4.497607532532943, -3.017228665373617, 4.593301309820874, -2.8645707279063126, 2.3239862659197197, -5.200346253168786, 5.15378796572008, -2.4797285109051215, 5.249481743008011, -2.806536051134434, 12.85030860286238, -9.347655475883343, 16.869440413685833, -9.553538739116817, 15.461376200645894, -11.687925308472579, 15.84414994274368, -11.836836841428752, 16.582360448876, -12.16201160175887, 17.689670056331643, -11.676585705346685, 18.509910635409142, -11.236116321515446, 17.84004735912379, -12.423423714129608, 17.033490990198462, -12.88818040562414, 17.799037107340077, -12.630589204446107, 18.277504626725793, -12.944912118275397, 11.934374246496947, -21.02550943619617, 47.83321400319305, 17.403587691406866
$LLY, 11-2-2016, S, -9.364318267551097, -13.64630462260411, 1.0799726293924117, -5.751263738931445, 2.4606902949913634, -4.64588526940195, 2.433353316928155, -4.981795244623677, 3.15789054933997, -4.380683128473661, 3.4449705141498255, -4.273999560921715, 4.497607532532943, -3.017228665373617, 4.593301309820874, -2.8645707279063126, 2.3239862659197197, -5.200346253168786, 5.15378796572008, -2.4797285109051215, 5.249481743008011, -2.806536051134434, 12.85030860286238, -9.347655475883343, 16.869440413685833, -9.553538739116817, 15.461376200645894, -11.687925308472579, 15.84414994274368, -11.836836841428752, 16.582360448876, -12.16201160175887, 17.689670056331643, -11.676585705346685, 18.509910635409142, -11.236116321515446, 17.84004735912379, -12.423423714129608, 17.033490990198462, -12.88818040562414, 17.799037107340077, -12.630589204446107, 18.277504626725793, -12.944912118275397, 11.934374246496947, -21.02550943619617, 47.83321400319305, 17.403587691406866
$GE, 11-2-2016, S, 8.662511711711707, 4.380525356658693, 9.736659459459451, 2.905423091135595, 10.013863063063067, 2.907287498669753, 9.390162162162152, 1.9750136006103203, 9.424810810810813, 1.8862371329971817, 9.632709909909899, 1.913739834838358, 9.009009009009006, 1.4941728111024455, 8.2467099099099, 0.7888378721827127, 8.974360360360368, 1.4500278412718623, 8.662511711711707, 1.028995235086505, 2.4948036036036125, -5.561214190538832, -30.52667747747748, -52.724641556223204, -37.629938738738744, -64.0529178915414, -39.085236036036044, -66.23453754515452, -36.59043963963964, -64.27142642381207, -36.31323603603603, -65.0576080866709, -34.650036036036035, -64.01629179771436, -35.308385585585576, -65.05441254251016, -36.48648648648649, -66.7499575597399, -35.58558558558559, -65.50725698140819, -33.367981981981984, -63.797608293768164, -33.749135135135134, -64.97155188013633, -44.941095495495496, -77.9009791781886, -66.66666666666667, -97.09629297845285
